"SIRUTA,N,6,0","NIV,N,1,0","SIRSUP,N,6,0","TIP,N,2,0","DENLOC,C,40","ULT,C,1","MED,C,1","JUD,N,2,0","PREFIX,N,6,0","REGIUNE,N,1,0","CODP,N,6,0","FSJ,N,2,0","FS2,C,5","FS3,C,7","FSL,N,6,0","FICTIV,N,1,0"
168540,3,168452,19,SATU POIENI,1,1,38,0,4,245408,40,31883,3010693,15903,
168559,2,387,3,BARBATESTI,0,3,38,0,4,0,40,40176,,15960,
168568,3,168559,22,BODESTI,1,3,38,0,4,247027,40,40176,1001222,15961,
168577,3,168559,23,BARBATESTI,1,3,38,0,4,247025,40,40176,3000739,15962,
168586,3,168559,23,BARZESTI,1,3,38,0,4,247026,40,40176,3000835,15963,
168595,3,168559,23,NEGRULESTI,1,3,38,0,4,247028,40,40176,3007978,15964,
168602,2,387,2,ORAS BERBESTI,0,1,38,0,4,0,40,31889,,15904,
168611,3,168602,17,BERBESTI,1,1,38,0,4,247030,40,31889,1000968,15905,
168620,3,168602,18,DAMTENI,1,1,38,0,4,247031,40,31889,2003835,15906,
168639,3,168602,18,DEALU ALUNIS,1,1,38,0,4,247032,40,31889,2003908,15907,
168648,3,168602,18,ROSIOARA,1,1,38,0,4,247033,40,31889,2010089,15908,
168657,3,168602,18,TARGU GANGULESTI,1,1,38,0,4,247034,40,31889,2011854,15909,
168666,3,168602,18,VALEA MARE,1,1,38,0,4,247036,40,31889,2012923,15910,
168675,2,387,3,BERISLAVESTI,0,3,38,0,4,0,40,40234,,15965,
168684,3,168675,22,STOENESTI,1,3,38,0,4,247047,40,40234,1011536,15966,
168693,3,168675,23,BERISLAVESTI,1,3,38,0,4,247040,40,40234,3001015,15967,
168700,3,168675,23,BRADISOR,1,3,38,0,4,247041,40,40234,3001523,15968,
168719,3,168675,23,DANGESTI,1,3,38,0,4,247042,40,40234,3003860,15969,
168728,3,168675,23,RADACINESTI,1,3,38,0,4,247043,40,40234,3009724,15970,
168737,3,168675,23,ROBAIA,1,3,38,0,4,247044,40,40234,3009996,15971,
168746,3,168675,23,SCAUENI,1,3,38,0,4,247046,40,40234,3010748,15972,
168755,2,387,3,BOISOARA,0,3,38,0,4,0,40,40305,,15973,
168764,3,168755,22,BOISOARA,1,3,38,0,4,247050,40,40305,1001300,15974,
168773,3,168755,23,BUMBUESTI,1,3,38,0,4,247051,40,40305,3001881,15975,
168782,3,168755,23,GAUJANI,1,3,38,0,4,247052,40,40305,3005111,15976,
168791,2,387,3,BUDESTI,0,3,38,0,4,0,40,40420,,15977,
168808,3,168791,22,BUDESTI,1,3,38,0,4,247055,40,40420,1001805,15978,
168835,3,168791,23,BARSESTI,1,3,38,0,4,247057,40,40420,3000808,15979,
168817,3,168791,23,BARZA,1,3,38,0,4,247056,40,40420,3000826,15980,
168826,3,168791,23,BERCIOIU,1,3,38,0,4,247058,40,40420,3000981,15981,
168844,3,168791,23,LINIA,1,3,38,0,4,247059,40,40420,3006642,15982,
168853,3,168791,23,PISCU PIETREI,1,3,38,0,4,247061,40,40420,3008929,15983,
168862,3,168791,23,RACOVITA,1,3,38,0,4,247062,40,40420,3009716,15984,
168871,3,168791,23,RUDA,1,3,38,0,4,247063,40,40420,3010143,15985,
168880,2,387,3,BUJORENI,0,3,38,0,4,0,40,40429,,15986,
168899,3,168880,22,OLTENI,1,3,38,0,4,247072,40,40429,1008277,15987,
168906,3,168880,23,BOGDANESTI,1,3,38,0,4,247066,40,40429,3001268,15988,
168915,3,168880,23,BUJORENI,1,3,38,0,4,247065,40,40429,3001852,15989,
168924,3,168880,23,GURA VAII,1,3,38,0,4,247067,40,40429,3005651,15990,
168933,3,168880,23,LUNCA,1,3,38,0,4,247068,40,40429,3006814,15991,
168942,3,168880,23,MALU ALB,1,3,38,0,4,247069,40,40429,3007081,15992,
168951,3,168880,23,MALU VARTOP,1,3,38,0,4,247071,40,40429,3007091,15993,
168960,2,387,3,BUNESTI,0,3,38,0,4,0,40,40436,,15994,
168979,3,168960,22,BUNESTI,1,3,38,0,4,247075,40,40436,1001890,15995,
168988,3,168960,23,COASTA MARE,1,3,38,0,4,247076,40,40436,3002997,15996,
168997,3,168960,23,FIRESTI,1,3,38,0,4,247077,40,40436,3004759,15997,
169002,3,168960,23,RAPANESTI,1,3,38,0,4,247078,40,40436,3009810,15998,
169011,3,168960,23,TEIUSU,1,3,38,0,4,247079,40,40436,3011999,15999,
169020,3,168960,23,TITIRECI,1,3,38,0,4,247081,40,40436,3012161,16000,
169119,2,387,3,CAINENI,0,3,38,0,4,0,40,40460,,16001,
169128,3,169119,22,CAINENII MICI,1,3,38,0,4,247087,40,40460,1002025,16002,
169137,3,169119,23,CAINENII MARI,1,3,38,0,4,247086,40,40460,3002024,16003,
169146,3,169119,23,GREBLESTI,1,3,38,0,4,247088,40,40460,3005497,16004,
169155,3,169119,23,PRILOAGE,1,3,38,0,4,247089,40,40460,3009526,16005,
169164,3,169119,23,RAU VADULUI,1,3,38,0,4,247091,40,40460,3009872,16006,
169173,3,169119,23,ROBESTI,1,3,38,0,4,247092,40,40460,3010002,16007,
169039,2,387,3,CERNISOARA,0,3,38,0,4,0,40,40562,,16008,
169048,3,169039,22,ARMASESTI,1,3,38,0,4,247096,40,40562,1000317,16009,
169057,3,169039,23,CERNISOARA,1,3,38,0,4,247095,40,40562,3002521,16010,
169066,3,169039,23,GROSI,1,3,38,0,4,247097,40,40562,3005553,16011,
169075,3,169039,23,MADULARI,1,3,38,0,4,247098,40,40562,3006965,16012,
169084,3,169039,23,MODOIA,1,3,38,0,4,247099,40,40562,3007632,16013,
169093,3,169039,23,OBARSIA,1,3,38,0,4,247101,40,40562,3008136,16014,
169100,3,169039,23,SARSANESTI,1,3,38,0,4,247102,40,40562,3010594,16015,
169182,2,387,3,COPACENI,0,3,38,0,4,0,40,40689,,16016,
169191,3,169182,22,ULMETU,1,3,38,0,4,247109,40,40689,1012483,16017,
169208,3,169182,23,BALTENI,1,3,38,0,4,247106,40,40689,3000651,16018,
169217,3,169182,23,BONDOCI,1,3,38,0,4,247107,40,40689,3001346,16019,
169226,3,169182,23,COPACENI,1,3,38,0,4,247105,40,40689,3003179,16020,
169235,3,169182,23,HOTARASA,1,3,38,0,4,247108,40,40689,3005936,16021,
169244,3,169182,23,VETELU,1,3,38,0,4,247111,40,40689,3013329,16022,
169253,2,387,3,COSTESTI,0,3,38,0,4,0,40,40739,,16023,
169262,3,169253,22,COSTESTI,1,3,38,0,4,247115,40,40739,1003382,16024,
169271,3,169253,23,BISTRITA,1,3,38,0,4,247116,40,40739,3001113,16025,
169280,3,169253,23,PIETRENI,1,3,38,0,4,247117,40,40739,3008864,16026,
169299,3,169253,23,VARATICI,1,3,38,0,4,247118,40,40739,3013204,16027,
169306,2,387,3,CRETENI,0,3,38,0,4,0,40,40773,,16028,
169315,3,169306,22,CRETENI,1,3,38,0,4,247120,40,40773,1003549,16029,
169324,3,169306,23,IZVORU,1,3,38,0,4,247121,40,40773,3006318,16030,
169333,3,169306,23,MRENESTI,1,3,38,0,4,247122,40,40773,3007785,16031,
169342,3,169306,23,STREMINOASA,1,3,38,0,4,247123,40,40773,3011594,16032,
169351,2,387,3,DAESTI,0,3,38,0,4,0,40,40822,,16033,
169360,3,169351,22,DAESTI,1,3,38,0,4,247125,40,40822,1003796,16034,
169379,3,169351,23,BABUESTI,1,3,38,0,4,247126,40,40822,3000409,16035,
169388,3,169351,23,FEDELESOIU,1,3,38,0,4,247127,40,40822,3004669,16036,
169397,3,169351,23,SANBOTIN,1,3,38,0,4,247128,40,40822,3010406,16037,
169404,2,387,3,DANICEI,0,3,38,0,4,0,40,40839,,16038,
169413,3,169404,22,DEALU LAUNELE,1,3,38,0,4,247134,40,40839,1003936,16039,
169422,3,169404,23,BADENI,1,3,38,0,4,247131,40,40839,3000447,16040,
169431,3,169404,23,CERETU,1,3,38,0,4,247132,40,40839,3002489,16041,
169440,3,169404,23,CIRESUL,1,3,38,0,4,247133,40,40839,3002859,16042,
169459,3,169404,23,DEALU SCHEIULUI,1,3,38,0,4,247136,40,40839,3003961,16043,
169468,3,169404,23,DOBRESTI,1,3,38,0,4,247137,40,40839,3004122,16044,
169477,3,169404,23,DRAGULESTI,1,3,38,0,4,247138,40,40839,3004318,16045,
169486,3,169404,23,GLODU,1,3,38,0,4,247139,40,40839,3005359,16046,
169495,3,169404,23,GURA CRUCILOR,1,3,38,0,4,247141,40,40839,3005607,16047,
169501,3,169404,23,LAUNELE DE JOS,1,3,38,0,4,247142,40,40839,3006510,16048,
169510,3,169404,23,LINIA PE VALE,1,3,38,0,4,247143,40,40839,3006647,16049,
169529,3,169404,23,UDRESTI,1,3,38,0,4,247144,40,40839,3012445,16050,
169538,3,169404,23,VALEA SCHEIULUI,1,3,38,0,4,247146,40,40839,3013028,16051,
169547,2,387,3,DRAGOESTI,0,3,38,0,4,0,40,40929,,16057,
169556,3,169547,22,DRAGOESTI,1,3,38,0,4,247150,40,40929,1004286,16058,
169565,3,169547,23,BUCIUMENI,1,3,38,0,4,247151,40,40929,3001731,16059,
169574,3,169547,23,GEAMANA,1,3,38,0,4,247152,40,40929,3005128,16060,
169681,2,387,3,FARTATESTI,0,3,38,0,4,0,40,41004,,16061,
169690,3,169681,22,FARTATESTI,1,3,38,0,4,247165,40,41004,1004642,16062,
169707,3,169681,23,AFANATA,1,3,38,0,4,247166,40,41004,3000046,16063,
169716,3,169681,23,BECSANI,1,3,38,0,4,247167,40,41004,3000906,16064,
169725,3,169681,23,CATETU,1,3,38,0,4,247168,40,41004,3002386,16065,
169734,3,169681,23,CUCI,1,3,38,0,4,247169,40,41004,3003657,16066,
169743,3,169681,23,DANCAI,1,3,38,0,4,247171,40,41004,3003838,16067,
169752,3,169681,23,DEJOI,1,3,38,0,4,247172,40,41004,3003991,16068,
169761,3,169681,23,DOZESTI,1,3,38,0,4,247173,40,41004,3004238,16069,
169798,3,169681,23,GARNICET,1,3,38,0,4,247174,40,41004,3005101,16070,
169770,3,169681,23,GIULESTI,1,3,38,0,4,247176,40,41004,3005290,16071,
169789,3,169681,23,GIULESTII DE SUS,1,3,38,0,4,247177,40,41004,3005292,16072,
169805,3,169681,23,MARICESTI,1,3,38,0,4,247178,40,41004,3007235,16073,
169814,3,169681,23,NISIPI,1,3,38,0,4,247179,40,41004,3008063,16074,
169823,3,169681,23,POPESTI,1,3,38,0,4,247181,40,41004,3009382,16075,
169832,3,169681,23,RUSANESTI,1,3,38,0,4,247182,40,41004,3010200,16076,
169841,3,169681,23,SECIU,1,3,38,0,4,247183,40,41004,3010854,16077,
169869,3,169681,23,SOTANI,1,3,38,0,4,247186,40,41004,3011340,16078,
169850,3,169681,23,STANCULESTI,1,3,38,0,4,247184,40,41004,3011413,16079,
169878,3,169681,23,TANISLAVI,1,3,38,0,4,247187,40,41004,3011824,16080,
169887,3,169681,23,VALEA URSULUI,1,3,38,0,4,247188,40,41004,3013085,16081,
169583,2,387,3,FAURESTI,0,3,38,0,4,0,40,41006,,16082,
169592,3,169583,22,MILESTI,1,3,38,0,4,247164,40,41006,1007516,16083,
169609,3,174502,22,BABENI-OLTETU,1,3,38,0,4,247156,40,40867,1000402,16053,
169618,3,174502,23,BUDESTI,1,3,38,0,4,247157,40,40867,3001804,16054,
169627,3,169583,23,BUNGETANI,1,3,38,0,4,247158,40,41006,3001895,16084,
169636,3,174502,23,COLELIA,1,3,38,0,4,247159,40,40867,3003070,16055,
169645,3,174502,23,DICULESTI,1,3,38,0,4,247161,40,40867,3004057,16056,
169654,3,169583,23,FAURESTI,1,3,38,0,4,247155,40,41006,3004664,16085,
169663,3,169583,23,GAINESTI,1,3,38,0,4,247162,40,41006,3004973,16086,
169672,3,169583,23,MARCUSU,1,3,38,0,4,247163,40,41006,3007206,16087,
169896,2,387,3,FRANCESTI,0,3,38,0,4,0,40,41034,,16088,
169903,3,169896,22,FRANCESTI,1,3,38,0,4,247195,40,41034,1004847,16089,
169912,3,169896,23,BALUTOAIA,1,3,38,0,4,247196,40,41034,3000666,16090,
169921,3,169896,23,COSANI,1,3,38,0,4,247197,40,41034,3003323,16091,
169930,3,169896,23,DEZROBITI,1,3,38,0,4,247198,40,41034,3004049,16092,
169949,3,169896,23,GENUNENI,1,3,38,0,4,247199,40,41034,3005142,16093,
169958,3,169896,23,MANAILESTI,1,3,38,0,4,247201,40,41034,3007104,16094,
169967,3,169896,23,MOSTENI,1,3,38,0,4,247202,40,41034,3007737,16095,
169976,3,169896,23,SURPATELE,1,3,38,0,4,247203,40,41034,3011721,16096,
169985,3,169896,23,VIISOARA,1,3,38,0,4,247204,40,41034,3013392,16097,
169994,2,387,3,GALICEA,0,3,38,0,4,0,40,41071,,16098,
170006,3,169994,22,GALICEA,1,3,38,0,4,247205,40,41071,1005016,16099,
170015,3,169994,23,BRATIA DIN DEAL,1,3,38,0,4,247206,40,41071,3001602,16100,
170024,3,169994,23,BRATIA DIN VALE,1,3,38,0,4,247207,40,41071,3001603,16101,
170033,3,169994,23,COCORU,1,3,38,0,4,247208,40,41071,3003031,16102,
170042,3,169994,23,CREMENARI,1,3,38,0,4,247209,40,41071,3003544,16103,
170051,3,169994,23,DEALU MARE,1,3,38,0,4,247211,40,41071,3003946,16104,
170060,3,169994,23,OSTROVENI,1,3,38,0,4,247212,40,41071,3008392,16105,
170079,3,169994,23,TEIU,1,3,38,0,4,247213,40,41071,3011992,16106,
170088,3,169994,23,VALEA RAULUI,1,3,38,0,4,247214,40,41071,3013002,16107,
170097,2,387,3,GHIOROIU,0,3,38,0,4,0,40,41123,,16108,
170104,3,170097,22,GHIOROIU,1,3,38,0,4,247215,40,41123,1005247,16109,
170113,3,170097,23,CAZANESTI,1,3,38,0,4,247216,40,41123,3002417,16110,
170122,3,170097,23,HERASTI,1,3,38,0,4,247217,40,41123,3005796,16111,
170131,3,170097,23,MIEREA,1,3,38,0,4,247218,40,41123,3007445,16112,
170140,3,170097,23,POIENARI,1,3,38,0,4,247219,40,41123,3009270,16113,
170159,3,170097,23,STIRBESTI,1,3,38,0,4,247221,40,41123,3011519,16114,
170168,2,387,3,GLAVILE,0,3,38,0,4,0,40,41142,,16115,
170177,3,170168,22,GLAVILE,,3,38,0,4,247225,40,41142,1005330,16116,
170186,3,170168,23,ANINOASA,1,3,38,0,4,247226,40,41142,3000230,16117,
170195,3,170168,23,JAROSTEA,1,3,38,0,4,247227,40,41142,3006346,16118,
170202,3,170168,23,OLTEANCA,1,3,38,0,4,247228,40,41142,3008264,16119,
170211,3,170168,23,VOICULEASA,1,3,38,0,4,247229,40,41142,3013525,16120,
170220,2,387,3,GOLESTI,0,3,38,0,4,0,40,41160,,16121,
170239,3,170220,22,POPESTI,1,3,38,0,4,247241,40,41160,1009374,16122,
170248,3,170220,23,ALDESTI,1,3,38,0,4,247231,40,41160,3000122,16123,
170257,3,170220,23,BLIDARI,1,3,38,0,4,247232,40,41160,3001162,16124,
170266,3,170220,23,COASTA,1,3,38,0,4,247233,40,41160,3002989,16125,
170275,3,170220,23,DRAGANESTI,1,3,38,0,4,247234,40,41160,3004259,16126,
170284,3,170220,23,GIBESTI,1,3,38,0,4,247236,40,41160,3005269,16127,
170293,3,170220,23,GIURGIUVENI,1,3,38,0,4,247237,40,41160,3005314,16128,
170300,3,170220,23,OPATESTI,1,3,38,0,4,247238,40,41160,3008299,16129,
170319,3,170220,23,POENITA,1,3,38,0,4,247239,40,41160,3009152,16130,
170328,3,170220,23,TULEI-CAMPENI,1,3,38,0,4,247242,40,41160,3012366,16131,
170337,3,170220,23,VATASESTI,1,3,38,0,4,247243,40,41160,3013280,16132,
170346,2,387,3,GRADISTEA,0,3,38,0,4,0,40,41182,,16133,
170355,3,170346,22,GRADISTEA,1,3,38,0,4,247250,40,41182,1005478,16134,
170364,3,170346,23,DIACONESTI,1,3,38,0,4,247251,40,41182,3004052,16135,
170373,3,170346,23,DOBRICEA,1,3,38,0,4,247252,40,41182,3004126,16136,
170382,3,170346,23,LINIA,1,3,38,0,4,247253,40,41182,3006641,16137,
170391,3,170346,23,OBISLAVU,1,3,38,0,4,247254,40,41182,3008145,16138,
170408,3,170346,23,STRACHINESTI,1,3,38,0,4,247256,40,41182,3011559,16139,
170417,3,170346,23,TURBUREA,1,3,38,0,4,247257,40,41182,3012384,16140,
170426,3,170346,23,TUTURU,1,3,38,0,4,247258,40,41182,3012429,16141,
170435,3,170346,23,VALEA GRADISTEI,1,3,38,0,4,247259,40,41182,3012829,16142,
170444,2,387,3,GUSOENI,0,3,38,0,4,0,40,41226,,16143,
170453,3,170444,22,GUSOENI,1,3,38,0,4,247260,40,41226,1005672,16144,
170462,3,170444,23,BURDALESTI,1,3,38,0,4,247261,40,41226,3001906,16145,
170471,3,170444,23,DEALU MARE,1,3,38,0,4,247262,40,41226,3003945,16146,
170480,3,170444,23,GUSOIANCA,1,3,38,0,4,247263,40,41226,3005673,16147,
170499,3,170444,23,MAGURENI,1,3,38,0,4,247264,40,41226,3007020,16148,
170505,3,170444,23,SPARLENI,1,3,38,0,4,247266,40,41226,3011349,16149,
170514,2,387,3,IONESTI,0,3,38,0,4,0,40,41330,,16150,
170523,3,170514,22,IONESTI,1,3,38,0,4,247270,40,41330,1006198,16151,
170532,3,170514,23,BUCSANI,1,3,38,0,4,247271,40,41330,3001750,16152,
170541,3,170514,23,DEALU MARE,1,3,38,0,4,247272,40,41330,3003947,16153,
170550,3,170514,23,DELURENI,1,3,38,0,4,247273,40,41330,3004022,16154,
170569,3,170514,23,FISCALIA,1,3,38,0,4,247274,40,41330,3004767,16155,
170578,3,170514,23,FOTESTI,1,3,38,0,4,247276,40,41330,3004841,16156,
170587,3,170514,23,GUGUIANCA,1,3,38,0,4,247277,40,41330,3005587,16157,
170596,3,170514,23,MARCEA,1,3,38,0,4,247278,40,41330,3007197,16158,
170603,3,170514,23,PRODANESTI,1,3,38,0,4,247279,40,41330,3009566,16159,
170685,2,387,3,LADESTI,0,3,38,0,4,0,40,41382,,16166,
170694,3,170685,22,LADESTI,1,3,38,0,4,247290,40,41382,1006462,16167,
170701,3,170685,23,CERMEGESTI,1,3,38,0,4,247291,40,41382,3002497,16168,
170710,3,170685,23,CHIRICESTI,1,3,38,0,4,247292,40,41382,3002672,16169,
170729,3,170685,23,CIUMAGI,1,3,38,0,4,247293,40,41382,3002903,16170,
170738,3,170685,23,DEALU CORNI,1,3,38,0,4,247294,40,41382,3003920,16171,
170747,3,170685,23,GAGENI,1,3,38,0,4,247296,40,41382,3004965,16172,
170756,3,170685,23,MALDARESTI,1,3,38,0,4,247297,40,41382,3007060,16173,
170765,3,170685,23,OLTEANCA,1,3,38,0,4,247298,40,41382,3008263,16174,
170774,3,170685,23,PASCULESTI,1,3,38,0,4,247299,40,41382,3008625,16175,
170783,3,170685,23,POPESTI,1,3,38,0,4,247301,40,41382,3009379,16176,
170612,2,387,3,LALOSU,0,3,38,0,4,0,40,41383,,16177,
170621,3,170612,22,LALOSU,1,3,38,0,4,247280,40,41383,1006466,16178,
170630,3,170612,23,BERBESTI,1,3,38,0,4,247281,40,41383,3000967,16179,
170649,3,170612,23,GHINDARI,1,3,38,0,4,247282,40,41383,3005232,16180,
170658,3,170612,23,MOLOGESTI,1,3,38,0,4,247283,40,41383,3007684,16181,
170667,3,170612,23,OLTETANI,1,3,38,0,4,247284,40,41383,3008280,16182,
170676,3,170612,23,PORTARESTI,1,3,38,0,4,247286,40,41383,3009400,16183,
170792,2,387,3,LAPUSATA,0,3,38,0,4,0,40,41387,,16184,
170809,3,170792,22,SARULESTI,1,3,38,0,4,247309,40,41387,1010603,16185,
170818,3,170792,23,BERESTI,1,3,38,0,4,247306,40,41387,3000995,16186,
170827,3,170792,23,BROSTENI,1,3,38,0,4,247307,40,41387,3001692,16187,
170836,3,170792,23,MIJATI,1,3,38,0,4,247308,40,41387,3007500,16188,
170845,3,170792,23,SCORUSU,1,3,38,0,4,247311,40,41387,3010807,16189,
170854,3,170792,23,SERBANESTI,1,3,38,0,4,247312,40,41387,3010924,16190,
170863,3,170792,23,ZARNESTI,1,3,38,0,4,247313,40,41387,3013664,16191,
170872,2,387,3,LIVEZI,0,3,38,0,4,0,40,41431,,16192,
170881,3,170872,22,LIVEZI,1,3,38,0,4,247315,40,41431,1006707,16193,
170907,3,170872,23,PARAIENII DE JOS,1,3,38,0,4,247317,40,41431,3008559,16194,
170916,3,170872,23,PARAIENII DE MIJLOC,1,3,38,0,4,247318,40,41431,3008560,16195,
170925,3,170872,23,PARAIENII DE SUS,1,3,38,0,4,247319,40,41431,3008561,16196,
170890,3,170872,23,PARAUSANI,1,3,38,0,4,247316,40,41431,3008581,16197,
170934,3,170872,23,PLESOIU,1,3,38,0,4,247321,40,41431,3009007,16198,
170943,3,170872,23,TINA,1,3,38,0,4,247322,40,41431,3012114,16199,
170952,2,387,3,LUNGESTI,0,3,38,0,4,0,40,41469,,16200,
170961,3,170952,22,LUNGESTI,1,3,38,0,4,247325,40,41469,1006893,16201,
170970,3,170952,23,CARCADIESTI,1,3,38,0,4,247326,40,41469,3002271,16202,
170989,3,170952,23,DUMBRAVA,1,3,38,0,4,247327,40,41469,3004412,16203,
170998,3,170952,23,FUMURENI,1,3,38,0,4,247328,40,41469,3004910,16204,
171003,3,170952,23,GANTULEI,1,3,38,0,4,247329,40,41469,3005046,16205,
171012,3,170952,23,STANESTI-LUNCA,1,3,38,0,4,247331,40,41469,3011425,16206,
171101,2,387,3,MACIUCA,0,3,38,0,4,0,40,41478,,16207,
171110,3,171101,22,OVESELU,1,3,38,0,4,247352,40,41478,1008414,16208,
171129,3,171101,23,BOCSA,1,3,38,0,4,247346,40,41478,3001206,16209,
171138,3,171101,23,BOTORANI,1,3,38,0,4,247347,40,41478,3001457,16210,
171147,3,171101,23,CIOCANARI,1,3,38,0,4,247348,40,41478,3002775,16211,
171156,3,171101,23,MACIUCENI,1,3,38,0,4,247349,40,41478,3006948,16212,
171165,3,171101,23,MALDARESTI,1,3,38,0,4,247351,40,41478,3007061,16213,
171174,3,171101,23,POPESTI,1,3,38,0,4,247353,40,41478,3009372,16214,
171183,3,171101,23,STEFANESTI,1,3,38,0,4,247354,40,41478,3011469,16215,
171192,3,171101,23,ZAVOIENI,1,3,38,0,4,247356,40,41478,3013678,16216,
171209,2,387,3,MADULARI,0,3,38,0,4,0,40,41483,,16217,
171218,3,171209,22,MADULARI,1,3,38,0,4,247360,40,41483,1006966,16218,
171227,3,171209,23,BALSOARA,1,3,38,0,4,247361,40,41483,3000617,16219,
171236,3,171209,23,BANTESTI,1,3,38,0,4,247362,40,41483,3000699,16220,
171245,3,171209,23,DIMULESTI,1,3,38,0,4,247363,40,41483,3004073,16221,
171254,3,171209,23,IACOVILE,1,3,38,0,4,247364,40,41483,3006010,16222,
171263,3,171209,23,MAMU,1,3,38,0,4,247366,40,41483,3007102,16223,
171021,2,387,3,MALAIA,0,3,38,0,4,0,40,41501,,16224,
171030,3,171021,22,MALAIA,1,3,38,0,4,247335,40,41501,1007049,16225,
171049,3,171021,23,CIUNGETU,1,3,38,0,4,247336,40,41501,3002914,16226,
171058,3,171021,23,SALISTEA,1,3,38,0,4,247337,40,41501,3010376,16227,
171272,2,387,3,MALDARESTI,0,3,38,0,4,0,40,41503,,16228,
171281,3,171272,22,MALDARESTI,1,3,38,0,4,247370,40,41503,1007062,16229,
171290,3,171272,23,MALDARESTII DE JOS,1,3,38,0,4,247371,40,41503,3007063,16230,
171307,3,171272,23,ROSOVENI,1,3,38,0,4,247372,40,41503,3010105,16231,
171316,3,171272,23,TELECHESTI,1,3,38,0,4,247373,40,41503,3012008,16232,
171067,2,387,3,MATEESTI,0,3,38,0,4,0,40,41551,,16233,
171076,3,171067,22,MATEESTI,1,3,38,0,4,247340,40,41551,1007301,16234,
171085,3,171067,23,GRECI,1,3,38,0,4,247341,40,41551,3005504,16235,
171094,3,171067,23,TURCESTI,1,3,38,0,4,247342,40,41551,3012388,16236,
171325,2,387,3,MIHAESTI,0,3,38,0,4,0,40,41579,,16237,
171334,3,171325,22,BULETA,1,3,38,0,4,247378,40,41579,1001865,16238,
171343,3,171325,23,ARSANCA,1,3,38,0,4,247376,40,41579,3000329,16239,
171352,3,171325,23,BARSESTI,1,3,38,0,4,247377,40,41579,3000806,16240,
171361,3,171325,23,GOVORA,1,3,38,0,4,247379,40,41579,3005458,16241,
171370,3,171325,23,GURISOARA,1,3,38,0,4,247381,40,41579,3005668,16242,
171389,3,171325,23,MAGURA,1,3,38,0,4,247382,40,41579,3007004,16243,
171398,3,171325,23,MIHAESTI,1,3,38,0,4,247375,40,41579,3007456,16244,
171405,3,171325,23,MUNTENI,1,3,38,0,4,247383,40,41579,3007820,16245,
171414,3,171325,23,NEGRENI,1,3,38,0,4,247384,40,41579,3007956,16246,
171423,3,171325,23,RUGETU,1,3,38,0,4,247386,40,41579,3010160,16247,
171432,3,171325,23,SCARISOARA,1,3,38,0,4,247387,40,41579,3010744,16248,
171441,3,171325,23,STUPAREI,1,3,38,0,4,247388,40,41579,3011626,16249,
171450,3,171325,23,VULPUESTI,1,3,38,0,4,247389,40,41579,3013593,16250,
171469,2,387,3,MILCOIU,0,3,38,0,4,0,40,41597,,16251,
171478,3,171469,22,MILCOIU,1,3,38,0,4,247395,40,41597,1007506,16252,
171487,3,171469,23,CAZANESTI,1,3,38,0,4,247396,40,41597,3002419,16253,
171496,3,171469,23,CIUTESTI,1,3,38,0,4,247397,40,41597,3002946,16254,
171502,3,171469,23,IZBASESTI,1,3,38,0,4,247398,40,41597,3006265,16255,
171511,3,171469,23,SURICARU,1,3,38,0,4,247399,40,41597,3011718,16256,
171520,3,171469,23,TEPSENARI,1,3,38,0,4,247401,40,41597,3012034,16257,
171539,2,387,3,MUEREASCA,0,3,38,0,4,0,40,41663,,16263,
171548,3,171539,22,MUEREASCA,1,3,38,0,4,247405,40,41663,1007788,16264,
171557,3,171539,23,ANDREIESTI,1,3,38,0,4,247406,40,41663,3000210,16265,
171566,3,171539,23,FRANCESTI-COASTA,1,3,38,0,4,247407,40,41663,3004848,16266,
171575,3,171539,23,GAVANESTI,1,3,38,0,4,247408,40,41663,3005119,16267,
171584,3,171539,23,HOTARELE,1,3,38,0,4,247409,40,41663,3005939,16268,
171593,3,171539,23,MUEREASCA DE SUS,1,3,38,0,4,247411,40,41663,3007789,16269,
171600,3,171539,23,PRIPOARA,1,3,38,0,4,247412,40,41663,3009529,16270,
171619,3,171539,23,SUTA,1,3,38,0,4,247413,40,41663,3011747,16271,
171628,2,387,3,NICOLAE BALCESCU,0,3,38,0,4,0,40,41803,,16272,
171637,3,171628,22,ROTARASTI,1,3,38,0,4,247429,40,41803,1010110,16273,
171646,3,171628,23,BANESTI,1,3,38,0,4,247416,40,41803,3000687,16274,
171655,3,171628,23,CORBII DIN VALE,1,3,38,0,4,247417,40,41803,3003207,16275,
171664,3,171628,23,DOSU RAULUI,1,3,38,0,4,247418,40,41803,3004236,16276,
171682,3,171628,23,GALTOFANI,1,3,38,0,4,247419,40,41803,3005027,16277,
171673,3,171628,23,GINERICA,1,3,38,0,4,247421,40,41803,3005275,16278,
171691,3,171628,23,LINIA HANULUI,1,3,38,0,4,247422,40,41803,3006646,16279,
171717,3,171628,23,MANGURENI,1,3,38,0,4,247424,40,41803,3007159,16280,
171708,3,171628,23,MAZARARU,1,3,38,0,4,247423,40,41803,3007324,16281,
171726,3,171628,23,PLESOIU,1,3,38,0,4,247426,40,41803,3009008,16282,
171735,3,171628,23,POPESTI,1,3,38,0,4,247427,40,41803,3009381,16283,
171744,3,171628,23,PREDESTI,1,3,38,0,4,247428,40,41803,3009485,16284,
171753,3,171628,23,SCHITU,1,3,38,0,4,247431,40,41803,3010772,16285,
